Fecha;Portafolio;ASSETCLASS;Numtit;Titulo; Nominal ; VPNOrigen ; VPNLocal 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90906;YUSD15032029; 5.000.000 ; 5.197.750 ; 15.995.295.963 
28/02/2019;OBLIGATORI;FCP;90909;FONDCAPEXTUS; 507.361 ; 5.073.607 ; 15.613.264.501 
28/02/2019;OBLIGATORI;FCP;90911;FCP_BR4G06; 911.531 ; 1.950.173.090 ; 1.950.173.090 
28/02/2019;OBLIGATORI;REAL ESTATE;90912;FCP_QUADR35; 1.241 ; 14.372.016 ; 14.372.016 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;90913;ACCIONAL; 14.735 ; 530.165.300 ; 530.165.300 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;90915;ACCIONPREF; 11.319.619 ; 420.184.257.280 ; 420.184.257.280 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;90916;ACCIONAL; 14.670.810 ; 214.193.826.000 ; 214.193.826.000 
28/02/2019;OBLIGATORI;FCP;90917;FCP_4GCAF08; 1.927.708.970 ; 18.408.001.390 ; 18.408.001.390 
28/02/2019;OBLIGATORI;FCP;90918;FONDCAPEXTUS; 1.266.347 ; 24.655.056 ; 75.872.235.959 
28/02/2019;OBLIGATORI;REAL ESTATE;90919;FONDCAPEXTUS; 10.481.073 ; 104.810.725 ; 322.539.284.579 
28/02/2019;OBLIGATORI;REAL ESTATE;90920;FONDCAPEXTUS; 6.588.934 ; 65.889.344 ; 202.764.572.758 
28/02/2019;OBLIGATORI;FCP;90921;FCP_BR4G04; 1.231.173 ; 2.634.029.979 ; 2.634.029.979 
28/02/2019;OBLIGATORI;FCP;90922;FCP_BR4G03; 669.233 ; 1.431.788.269 ; 1.431.788.269 
28/02/2019;OBLIGATORI;REAL ESTATE;90923;FONDCAPEXTUS; 7.113.648 ; 109.243.142 ; 336.179.383.335 
28/02/2019;OBLIGATORI;FCP;90924;FONDCAPEXTUS; 7.429.939 ; 87.170.589 ; 268.254.412.424 
28/02/2019;OBLIGATORI;REAL ESTATE;90925;FONDCAPEXTUS; 3.406.369 ; 52.849.567 ; 162.636.615.046 
28/02/2019;OBLIGATORI;REAL ESTATE;90926;FONDCAPEXTUS; 647.222.142 ; 18.537.737 ; 57.047.103.730 
28/02/2019;OBLIGATORI;FCP;90927;FONDCAPEXTUS; 2.617.775 ; 100.712.422 ; 309.927.370.365 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;90928;COLCAP; 30.970.913 ; 473.452.347.031 ; 473.452.347.031 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;90929;ETF HORIZONS; 15.305.000 ; 213.764.935.000 ; 213.764.935.000 
28/02/2019;OBLIGATORI;RV EMERGENTE;90930;ETFEM; 225.787 ; 9.582.400 ; 29.488.399.502 
28/02/2019;OBLIGATORI;FCP;90931;FONDCAPEXTEU; 3.125.404 ; 43.029.547 ; 151.167.219.873 
28/02/2019;OBLIGATORI;FCP;90932;FONDCAPEXTEU; 169.000 ; 967.331 ; 3.398.332.995 
28/02/2019;OBLIGATORI;FCP;90933;FONDCAPEXTUS; 8.032.977 ; 75.603.543 ; 232.658.563.091 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;90139;INGSAJH; 589.144 ; 6.723.311.670 ; 186.805.466.700 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;90140;PIPCVJILX; 988.000 ; 10.732.367.360 ; 298.196.036.682 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;90141;PREURCCLX; 286.617 ; 71.608.391 ; 251.567.637.045 
28/02/2019;OBLIGATORI;FCP;90142;FONDCAPEXTUS; 2.215.815 ; 22.630.426 ; 69.641.741.134 
28/02/2019;OBLIGATORI;FCP;90143;FONDCAPEXTUS; 796.087 ; 7.125.576 ; 21.927.891.611 
28/02/2019;OBLIGATORI;FCP;90148;FONDCAPEXTUS; 4.455.696 ; 39.480.740 ; 121.496.055.239 
28/02/2019;OBLIGATORI;FCP;90150;FONDCAPEXTUS; 76.970 ; 2.020.227 ; 6.216.944.583 
28/02/2019;OBLIGATORI;FCP;90152;FONDCAPEXTUS; 226.318 ; 2.727.513 ; 8.393.513.069 
28/02/2019;OBLIGATORI;FCP;90156;FONDCAPEXTUS; 79.211 ; 1.811.111 ; 5.573.422.304 
28/02/2019;OBLIGATORI;LIQUIDEZ;90160;FONDORDI; 4.671.643 ; 10.869.817.335 ; 10.869.817.335 
28/02/2019;OBLIGATORI;FCP;90163;FCP_KANDEO04; 11.405 ; 242.996.536 ; 242.996.536 
28/02/2019;OBLIGATORI;REAL ESTATE;90169;FONDCAPEXTUS; 2.474.586 ; 33.353.399 ; 102.640.081.120 
28/02/2019;OBLIGATORI;LIQUIDEZ;90170;FONDORDI; 882.968 ; 32.577.431.465 ; 32.577.431.465 
28/02/2019;OBLIGATORI;FCP;90171;FONDCAPEXTUS; 1.412.505 ; 27.571.218 ; 84.846.287.712 
28/02/2019;OBLIGATORI;FCP;90173;FONDCAPEXTUS; 5.161 ; 49.866 ; 153.456.028 
28/02/2019;OBLIGATORI;FCP;90174;FONDCAPEXTUS; 57.363 ; 1.525.969 ; 4.695.941.636 
28/02/2019;OBLIGATORI;REAL ESTATE;90180;FONDCAPEXTUS; 2.627.117 ; 39.926.900 ; 122.869.045.177 
28/02/2019;OBLIGATORI;FCP;90181;FONDCAPEXTUS; 662.079 ; 10.019.396 ; 30.833.187.553 
28/02/2019;OBLIGATORI;FCP;90193;FONDCAPEXTUS; 180.735 ; 4.722.654 ; 14.533.258.913 
28/02/2019;OBLIGATORI;FCP;90194;FONDCAPEXTUS; 605.061 ; 3.339.633 ; 10.277.219.924 
28/02/2019;OBLIGATORI;BONOS FIJOS;90223;BDVI417SF036; 78.285.000.000 ; 80.022.927.000 ; 80.022.927.000 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90224;YUSD15032023; 10.000.000 ; 9.755.400 ; 30.020.780.190 
28/02/2019;OBLIGATORI;FCP;90247;FONDOCAP; 3.099 ; 85.317.324 ; 85.317.324 
28/02/2019;OBLIGATORI;D PUB FIJA;90251;TFIT08261125; 115.000.000.000 ; 116.416.800.000 ; 116.416.800.000 
28/02/2019;OBLIGATORI;D PUB FIJA;90256;TFIT08261125; 377.500.000.000 ; 382.150.800.000 ; 382.150.800.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;90341;BDVI7149C120; 30.000.000.000 ; 31.502.700.000 ; 31.502.700.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;90342;BDVI7149C120; 20.000.000.000 ; 21.001.800.000 ; 21.001.800.000 
28/02/2019;OBLIGATORI;REAL ESTATE;90354;FICIGRANSUP; 1.371.875 ; 14.021.874.942 ; 14.021.874.942 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90367;MEX10051224; 700.000 ; 778.778 ; 12.442.811.015 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90369;MEX10051224; 3.700.000 ; 4.116.398 ; 65.769.143.934 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90373;MEX10051224; 3.700.000 ; 4.116.398 ; 65.769.143.934 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90388;YUSD15032029; 25.000.000 ; 25.988.750 ; 79.976.479.813 
28/02/2019;OBLIGATORI;REAL ESTATE;90391;FCP_FTIQ2_08; 103.553 ; 1.168.029.389 ; 1.168.029.389 
28/02/2019;OBLIGATORI;D PUB FIJA;90392;TFIT08261125; 15.000.000.000 ; 15.184.800.000 ; 15.184.800.000 
28/02/2019;OBLIGATORI;FCP;90411;FONDCAPEXTEU; 1.559.109 ; 17.206.943 ; 60.449.759.401 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90426;YUSD28012026; 50.930.000 ; 52.730.885 ; 162.271.388.339 
28/02/2019;OBLIGATORI;FCP;90451;FONDCAPEXTUS; 1.052.547 ; 10.749.805 ; 33.080.912.734 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90463;YUSD30180937; 29.900.000 ; 38.724.088 ; 119.167.572.207 
28/02/2019;OBLIGATORI;BONOS FIJOS;90499;CDTFIJO; 1.000.000.000 ; 1.024.100.000 ; 1.024.100.000 
28/02/2019;OBLIGATORI;BONOS FIJOS;90510;CDTFIJO; 28.780.000.000 ; 29.212.275.600 ; 29.212.275.600 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90520;MEX10051224; 2.950.000 ; 3.281.993 ; 52.437.560.705 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;90535;BCICI110223; 6.329.000 ; 6.406.151 ; 19.713.967.272 
28/02/2019;OBLIGATORI;FCP;90538;FONDCAPEXTUS; 467.989 ; 9.182.996 ; 28.259.292.845 
28/02/2019;OBLIGATORI;FCP;90545;FONDCAPEXTUS; 489.040 ; 4.594.484 ; 14.138.836.269 
28/02/2019;OBLIGATORI;REAL ESTATE;90548;FCP_FTIQ2_09; 1.131.897 ; 12.767.235.173 ; 12.767.235.173 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90558;MEX10051224; 39.745.000 ; 44.217.902 ; 706.485.033.967 
28/02/2019;OBLIGATORI;FCP;90559;FCP_BR4G05; 7.105.395 ; 15.201.617.332 ; 15.201.617.332 
28/02/2019;OBLIGATORI;FCP;90563;FCP_ASHA11; 35.495 ; 420.131.956 ; 420.131.956 
28/02/2019;OBLIGATORI;FCP;90569;FONDCAPEXTUS; 146.771 ; 1.087.381 ; 3.346.251.920 
28/02/2019;OBLIGATORI;FCP;90574;FCP_BR4G05; 7.203 ; 15.410.096 ; 15.410.096 
28/02/2019;OBLIGATORI;REAL ESTATE;90575;FCP_FTIQ2_09; 3 ; 38.046 ; 38.046 
28/02/2019;OBLIGATORI;FCP;90581;FCP_ASHA01; 613 ; 7.252.868 ; 7.252.868 
28/02/2019;OBLIGATORI;FCP;90588;FONDCAPEXTUS; 193.319 ; 1.730.348 ; 5.324.885.851 
28/02/2019;OBLIGATORI;FCP;90589;FONDCAPEXTEU; 52.689 ; 490.498 ; 1.723.171.567 
28/02/2019;OBLIGATORI;FCP;90592;FCP_ALTRA09; 24.631 ; 489.025.827 ; 489.025.827 
28/02/2019;OBLIGATORI;LIQUIDEZ;90594;FONDORDI; 5.347.284 ; 41.331.185.894 ; 41.331.185.894 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;90602;BCOBBC260822; 5.000.000 ; 5.219.400 ; 16.061.920.590 
28/02/2019;OBLIGATORI;D PUB FIJA;90615;TFIT08261125; 10.000.000.000 ; 10.123.200.000 ; 10.123.200.000 
28/02/2019;OBLIGATORI;D PUB FIJA;90617;TFIT08261125; 20.000.000.000 ; 20.246.400.000 ; 20.246.400.000 
28/02/2019;OBLIGATORI;FCP;90654;FCP_ALTRA08; 0 ; 99 ; 99 
28/02/2019;OBLIGATORI;D PUB FIJA;90690;TFIT08261125; 4.029.200.000 ; 4.078.839.744 ; 4.078.839.744 
28/02/2019;OBLIGATORI;LIQUIDEZ;90697;FONDORDI; 2.025.517 ; 9.827.125.132 ; 9.827.125.132 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;90705;ETFSPY; 763.201 ; 212.688.855 ; 654.518.046.926 
28/02/2019;OBLIGATORI;SOBERANOS DESARROLLADOS;90714;T_BILL _B; 10.000.000 ; 9.977.500 ; 30.704.259.625 
28/02/2019;OBLIGATORI;LIQUIDEZ;89744;FONDORDI; 697.721 ; 7.117.063.135 ; 7.117.063.135 
28/02/2019;OBLIGATORI;REAL ESTATE;89815;FCP_FTIQ2_08; 73.870 ; 833.222.021 ; 833.222.021 
28/02/2019;OBLIGATORI;LIQUIDEZ;89838;CSAACTBSH; - ; 3.187 ; 9.807.299 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89893;BBCB01149D15; 51.500.000.000 ; 55.501.550.000 ; 55.501.550.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89894;BBCB02109D15; 3.500.000.000 ; 3.771.845.000 ; 3.771.845.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89895;BBCB03119D12; 28.000.000.000 ; 29.844.080.000 ; 29.844.080.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89896;BBCB1099B10; 24.096.000.000 ; 26.580.297.600 ; 26.580.297.600 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89900;BBCX09129B24; 10.500.000.000 ; 10.769.115.000 ; 10.769.115.000 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;89901;BBPER010423; 8.000.000 ; 8.279.120 ; 25.477.749.932 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;89903;BBPER240427; 71.800.000 ; 78.618.846 ; 241.937.705.738 
28/02/2019;OBLIGATORI;BONOS FIJOS;89904;BBSA316SA060; 68.072.000.000 ; 71.552.521.360 ; 71.552.521.360 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;89924;BBVACO300922; 48.917.000 ; 53.879.630 ; 165.806.478.303 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89925;BCCB01129C15; 17.500.000.000 ; 18.761.050.000 ; 18.761.050.000 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;89926;BCOBBC220920; 37.670.000 ; 40.040.573 ; 123.218.857.629 
28/02/2019;OBLIGATORI;BONOS FIJOS;89928;BDAV241022; 83.000.000.000 ; 87.572.470.000 ; 87.572.470.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89929;BDVI01119C12; 1.600.687.651 ; 1.679.953.703 ; 1.679.953.703 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89930;BDVI29C120; 27.500.000.000 ; 28.758.400.000 ; 28.758.400.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89933;BDVI9159C120; 50.500.000.000 ; 52.806.335.000 ; 52.806.335.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89934;BEEP01109C10; 10.000.000.000 ; 10.405.700.000 ; 10.405.700.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89935;BEEP01109C20; 17.993.000.000 ; 21.512.070.940 ; 21.512.070.940 
28/02/2019;OBLIGATORI;BONOS FIJOS;89936;BEMG250121; 119.007.000.000 ; 125.347.692.960 ; 125.347.692.960 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;89943;TRAGSA011128; 30.000.000 ; 32.223.600 ; 99.163.295.460 
28/02/2019;OBLIGATORI;D PUB INFLACIÓN;89946;BEPM05139A10; 35.180.000.000 ; 38.343.385.600 ; 38.343.385.600 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89947;BFCH1099C10; 1.500.000.000 ; 1.528.320.000 ; 1.528.320.000 
28/02/2019;OBLIGATORI;D PUB INFLACIÓN;89948;BISA4049VA; 28.000.000.000 ; 31.087.560.000 ; 31.087.560.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89949;BSOD1179B015; 60.000.000.000 ; 59.542.800.000 ; 59.542.800.000 
28/02/2019;OBLIGATORI;BONOS FIJOS;89950;CDTFIJO; 109.000.000.000 ; 112.434.590.000 ; 112.434.590.000 
28/02/2019;OBLIGATORI;BONOS FIJOS;89952;CDTFIJO; 30.000.000.000 ; 30.401.400.000 ; 30.401.400.000 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;89953;CITI080328; 1.100.000.000 ; 1.145.958.000 ; 183.093.754.892 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;89954;CSUISSE13042; 732.000.000 ; 734.181.360 ; 117.302.747.547 
28/02/2019;OBLIGATORI;D PUB FIJA;89957;EPMM10010221; 146.236.000.000 ; 147.922.101.080 ; 147.922.101.080 
28/02/2019;OBLIGATORI;D PUB FIJA;89958;EPMM10100924; 134.070.000.000 ; 135.839.724.000 ; 135.839.724.000 
28/02/2019;OBLIGATORI;D PUB FIJA;89959;EPM_08112027; 491.319.000.000 ; 493.696.983.960 ; 493.696.983.960 
28/02/2019;OBLIGATORI;BONOS FIJOS;89960;FINDET120824; 87.853.000.000 ; 95.397.815.640 ; 95.397.815.640 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;89961;GSURA26USD; 38.130.000 ; 40.325.144 ; 124.094.582.196 
28/02/2019;OBLIGATORI;D PUB FIJA;89973;TFIT10040522; 26.461.800.000 ; 29.156.405.094 ; 29.156.405.094 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;89994;INVSACE; 2.345.156 ; 26.758.227 ; 94.004.399.909 
28/02/2019;OBLIGATORI;RV EMERGENTE;89998;IGCESAU; 3.235.762 ; 41.935.472 ; 129.050.125.613 
28/02/2019;OBLIGATORI;FCP;90002;FCP_AUREOS42; 47 ; 790.743 ; 790.743 
28/02/2019;OBLIGATORI;FCP;90018;FONDCAPEXTUS; 1.750 ; 17.500 ; 53.853.625 
28/02/2019;OBLIGATORI;FCP;90039;FCP_TEKA39; 21.761 ; 134.580.887 ; 134.580.887 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;90050;CDTIPC; 85.000.000.000 ; 85.927.350.000 ; 85.927.350.000 
28/02/2019;OBLIGATORI;REAL ESTATE;90060;TIN; 2.189 ; 10.775.195.299 ; 10.775.195.299 
28/02/2019;OBLIGATORI;REAL ESTATE;90063;TIN; 1.824 ; 8.978.509.011 ; 8.978.509.011 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90083;MEX10051224; 2.000.000 ; 2.225.080 ; 35.550.888.613 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;90089;YUSD30180937; 1.400.000 ; 1.813.168 ; 5.579.752.545 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;90096;CDTIPC365; 19.000.000.000 ; 20.088.130.000 ; 20.088.130.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;90098;CDTIPC; 7.000.000.000 ; 7.382.620.000 ; 7.382.620.000 
28/02/2019;OBLIGATORI;RV EMERGENTE;90112;AUEM; 29.330.000 ; 135.689.379 ; 417.563.711.990 
28/02/2019;OBLIGATORI;RV EMERGENTE;90114;ETF IEMG; 7.618.596 ; 389.462.628 ; 1.198.512.816.811 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;90116;ETFDXJ; 895.400 ; 45.575.860 ; 140.252.872.771 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;90119;ETFEZU; 81.086 ; 3.123.433 ; 9.611.895.681 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;90121;ETFLYXOR; 971.396 ; 31.196.383 ; 109.596.097.642 
28/02/2019;OBLIGATORI;RV EMERGENTE;90122;ETFSCHP; 5.775.000 ; 137.305.245 ; 422.536.295.701 
28/02/2019;OBLIGATORI;REAL ESTATE;90124;FCP_FONLINKR; 2.918.746 ; 32.840.579.189 ; 32.840.579.189 
28/02/2019;OBLIGATORI;FCP;90125;FCP_HOME01; 71.012 ; 1.646.411.329 ; 1.646.411.329 
28/02/2019;OBLIGATORI;FCP;90126;FONDCAPEXTEU; 2.426.777 ; 36.930.159 ; 129.739.445.267 
28/02/2019;OBLIGATORI;FCP;90128;FONDCAPEXTEU; 686.304 ; 6.389.039 ; 22.445.351.599 
28/02/2019;OBLIGATORI;FCP;90129;FONDCAPEXTUS; 724.105 ; 14.097.909 ; 43.384.198.791 
28/02/2019;OBLIGATORI;FCP;90130;FONDCAPEXTUS; 170.646 ; 1.693.720 ; 5.212.169.607 
28/02/2019;OBLIGATORI;FCP;90135;FONDOCAP; 7.227.015 ; 198.994.673.752 ; 198.994.673.752 
28/02/2019;OBLIGATORI;LIQUIDEZ;90136;FONDORDI; 632.007 ; 19.142.659.707 ; 19.142.659.707 
28/02/2019;OBLIGATORI;LIQUIDEZ;90137;FONDORDI; 7.357 ; 20.905.307.151 ; 20.905.307.151 
28/02/2019;OBLIGATORI;RV EMERGENTE;90138;GUIASIA; 4.080.000 ; 126.235.200 ; 388.469.892.720 
28/02/2019;OBLIGATORI;REAL ESTATE;88120;FCP_FTIQ2_04; 141.390 ; 1.594.805.878 ; 1.594.805.878 
28/02/2019;OBLIGATORI;FCP;88126;FCP_ROHATY34; 12.167 ; 167.395.553 ; 167.395.553 
28/02/2019;OBLIGATORI;FCP;88140;FCP_N2 41; 54.316 ; 589.777.631 ; 589.777.631 
28/02/2019;OBLIGATORI;FCP;88182;FCP_TEKA37; 54.678 ; 338.153.127 ; 338.153.127 
28/02/2019;OBLIGATORI;BONOS FIJOS;88199;BSFN217SD069; 10.000.000.000 ; 10.158.300.000 ; 10.158.300.000 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;88217;ETFISF; 5.700.000 ; 40.099.500 ; 164.121.027.251 
28/02/2019;OBLIGATORI;FCP;88219;FCP_BR4G02; 654.574 ; 1.400.426.942 ; 1.400.426.942 
28/02/2019;OBLIGATORI;FCP;88225;FCP_AUREOS15; 1.308 ; 22.226.867 ; 22.226.867 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;88227;ACCIONAL; 2.777.941 ; 30.001.762.800 ; 30.001.762.800 
28/02/2019;OBLIGATORI;FCP;88233;FCP_BR4G02; 14.748 ; 31.553.308 ; 31.553.308 
28/02/2019;OBLIGATORI;REAL ESTATE;88277;FCP_FTIQ2_05; 42.453 ; 478.850.162 ; 478.850.162 
28/02/2019;OBLIGATORI;FCP;88331;FCP_ASHA08; 298.866 ; 3.537.457.416 ; 3.537.457.416 
28/02/2019;OBLIGATORI;FCP;88338;FCP_4GDPI04; 339.939 ; 21.238.016.465 ; 21.238.016.465 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;88438;HSBC050628; 600.000.000 ; 620.556.000 ; 99.148.422.683 
28/02/2019;OBLIGATORI;REAL ESTATE;88464;FCP_FTIQ2_06; 118.566 ; 1.337.370.585 ; 1.337.370.585 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;88521;BTPL1189C025; 20.000.000.000 ; 20.383.800.000 ; 20.383.800.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;88522;BTPL1189C015; 20.000.000.000 ; 20.380.400.000 ; 20.380.400.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;88523;BTPL1189C010; 20.000.000.000 ; 20.439.800.000 ; 20.439.800.000 
28/02/2019;OBLIGATORI;LIQUIDEZ;88715;CSAACTJPM; 0 ; 22.083 ; 67.957.489 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;88724;BBG0018VJ090; 5.000.000 ; 5.249.300 ; 16.153.933.355 
28/02/2019;OBLIGATORI;BONOS FIJOS;88733;BGMA118SA003; 10.902.000.000 ; 11.127.998.460 ; 11.127.998.460 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;88776;CDTIPC365; 500.000.000 ; 513.725.000 ; 513.725.000 
28/02/2019;OBLIGATORI;BONOS FIJOS;88817;CDTFIJO; 1.300.000.000 ; 2.048.839.000 ; 2.048.839.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;88889;CDTIPC365; 2.000.000.000 ; 2.092.320.000 ; 2.092.320.000 
28/02/2019;OBLIGATORI;FCP;88920;FCP_TEKA38; 51.446 ; 318.167.543 ; 318.167.543 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;88925;TIPU3A28; 77.000.000 ; 68.746.182 ; 18.033.993.356 
28/02/2019;OBLIGATORI;D PUB INFLACIÓN;88928;BISA1189C025; 10.000.000.000 ; 10.169.000.000 ; 10.169.000.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;88957;TIPU3A28; 15.789.500 ; 14.096.985 ; 3.698.022.580 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;88971;YUSD20210524; 3.000.000 ; 3.640.680 ; 11.203.646.598 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;88975;BCLP02119FS; 155.000.000 ; 168.283.500 ; 168.283.500 
28/02/2019;OBLIGATORI;REAL ESTATE;89018;FCP_FTIQ2_04; 52 ; 591.937 ; 591.937 
28/02/2019;OBLIGATORI;REAL ESTATE;89028;FCP_FTIQ2_07; 42.095 ; 474.809.143 ; 474.809.143 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;89189;YUSD26022024; 2.500.000 ; 2.532.575 ; 7.793.619.676 
28/02/2019;OBLIGATORI;RV EMERGENTE;89192;ETFVWO; 6.839.373 ; 284.654.704 ; 875.982.154.155 
28/02/2019;OBLIGATORI;LIQUIDEZ;89212;FONDORDI; 432.793 ; 5.099.757.182 ; 5.099.757.182 
28/02/2019;OBLIGATORI;BONOS FIJOS;89215;CDTFIJO; 16.500.000.000 ; 17.157.855.000 ; 17.157.855.000 
28/02/2019;OBLIGATORI;BONOS FIJOS;89217;CDTFIJO; 2.000.000.000 ; 2.252.140.000 ; 2.252.140.000 
28/02/2019;OBLIGATORI;FCP;89256;FCP_4GDPI02; 13 ; 813.875 ; 813.875 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89268;ACCCOPEXT; 20.000 ; 100.000.000 ; 100.000.000 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89269;ACCCOPEXT; 20.000 ; 100.000.000 ; 100.000.000 
28/02/2019;OBLIGATORI;RV DESARROLLADOS;89271;JPJEIAC; 250.000 ; 41.007.500 ; 126.194.430.125 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89292;BCLP03129FS; 118.000.000 ; 123.763.120 ; 123.763.120 
28/02/2019;OBLIGATORI;LIQUIDEZ;89457;FONDORDI; 176.914 ; 4.652.974.668 ; 4.652.974.668 
28/02/2019;OBLIGATORI;LIQUIDEZ;89459;FONDORDI; 1.385.314 ; 17.394.107.586 ; 17.394.107.586 
28/02/2019;OBLIGATORI;LIQUIDEZ;89469;FONDORDI; 485.231 ; 4.949.566.995 ; 4.949.566.995 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89498;ACCCOPEXT; 20.000 ; 100.000.000 ; 100.000.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89507;BCLP04129FS; 897.000.000 ; 954.264.480 ; 954.264.480 
28/02/2019;OBLIGATORI;SOBERANOS EMERGENTES;89522;YUSD25042027; 165.000 ; 165.081 ; 508.011.554 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89531;ACCCOPEXT; 20.000 ; 100.000.000 ; 100.000.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89569;CDTIPC; 84.000.000.000 ; 89.692.680.000 ; 89.692.680.000 
28/02/2019;OBLIGATORI;BONOS INFLACIÓN;89573;BCCB1099C15; 11.000.000 ; 12.996.280 ; 12.996.280 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89577;ACCIONPREF; 911.273 ; 33.826.453.760 ; 33.826.453.760 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89578;ACCIONPREF; 1.000.000 ; 37.120.000.000 ; 37.120.000.000 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89579;ACCIONPREF; 10.000 ; 371.200.000 ; 371.200.000 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89583;ACCCOPEXT; 20.000 ; 100.000.000 ; 100.000.000 
28/02/2019;OBLIGATORI;LIQUIDEZ;89598;FONDORDI; 421.313 ; 9.164.310.973 ; 9.164.310.973 
28/02/2019;OBLIGATORI;ACCIONES COLOMBIA;89600;ACCCOPEXT; 20.000 ; 100.000.000 ; 100.000.000 
28/02/2019;OBLIGATORI;CORPORATIVOS EXTERIOR;89603;BARMXN280923; 940.000.000 ; 947.971.200 ; 151.460.704.962 
28/02/2019;OBLIGATORI;LIQUIDEZ;89614;FONDORDI; 744.904 ; 9.214.453.839 ; 9.214.453.839 
