Fecha;Portafolio;ASSETCLASS;Numtit;Titulo; Nominal ; VPNOrigen ; VPNLocal 
28/02/2019;ADMINISTRA;LIQUIDEZ;37931;FONDORDI; 91.996 ; 3.394.212.236 ; 3.394.212.236 
28/02/2019;ADMINISTRA;D PUB FIJA;38170;EPMM10100924; 15.000.000.000 ; 15.198.000.000 ; 15.198.000.000 
28/02/2019;ADMINISTRA;D PUB FIJA;38312;EPM_08112027; 10.000.000.000 ; 10.048.400.000 ; 10.048.400.000 
28/02/2019;ADMINISTRA;D PUB FIJA;38313;EPM_08112027; 10.000.000.000 ; 10.048.400.000 ; 10.048.400.000 
28/02/2019;ADMINISTRA;D PUB FIJA;38315;EPMM10100924; 5.000.000.000 ; 5.066.000.000 ; 5.066.000.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;38683;BDAV241022; 9.000.000.000 ; 9.495.810.000 ; 9.495.810.000 
28/02/2019;ADMINISTRA;BONOS TASA INTERÉS;38718;CDTIBR360; 5.000.000.000 ; 5.034.550.000 ; 5.034.550.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;38776;BDAV241022; 1.000.000.000 ; 1.055.090.000 ; 1.055.090.000 
28/02/2019;ADMINISTRA;LIQUIDEZ;39018;FONDORDI; 151.330 ; 1.543.633.358 ; 1.543.633.358 
28/02/2019;ADMINISTRA;BONOS TASA INTERÉS;39151;CDTIBR360; 15.000.000.000 ; 14.992.500.000 ; 14.992.500.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39192;CDTIPC; 2.500.000.000 ; 2.536.700.000 ; 2.536.700.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39193;CDTIPC365; 7.000.000.000 ; 7.027.720.000 ; 7.027.720.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39257;CDTIPC; 3.000.000.000 ; 3.034.440.000 ; 3.034.440.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39287;BBOC07149B07; 3.500.000.000 ; 3.601.500.000 ; 3.601.500.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39321;CDTIPC365; 7.500.000.000 ; 7.744.125.000 ; 7.744.125.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39338;CDTIPC365; 2.000.000.000 ; 2.078.040.000 ; 2.078.040.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39341;BCOS8189B005; 5.000.000.000 ; 5.028.000.000 ; 5.028.000.000 
28/02/2019;ADMINISTRA;BONOS TASA INTERÉS;39378;CDTIBR360; 1.000.000.000 ; 1.006.290.000 ; 1.006.290.000 
28/02/2019;ADMINISTRA;BONOS TASA INTERÉS;39379;CDTIBR360; 2.000.000.000 ; 2.012.580.000 ; 2.012.580.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39387;CDTIPC; 3.000.000.000 ; 3.227.010.000 ; 3.227.010.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39388;CDTIPC; 3.000.000.000 ; 3.033.120.000 ; 3.033.120.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39396;BBPO3189C00A; 2.500.000.000 ; 2.528.750.000 ; 2.528.750.000 
28/02/2019;ADMINISTRA;LIQUIDEZ;39397;FONDORDI; 640 ; 1.817.357.374 ; 1.817.357.374 
28/02/2019;ADMINISTRA;LIQUIDEZ;39398;FONDORDI; 883 ; 2.509.614.800 ; 2.509.614.800 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39399;CDTIPC; 1.500.000.000 ; 1.546.830.000 ; 1.546.830.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;39401;CDTIPC; 1.500.000.000 ; 1.517.220.000 ; 1.517.220.000 
28/02/2019;ADMINISTRA;LIQUIDEZ;39554;COHCORF; 40.299.497.151 ; 40.299.497.151 ; 40.299.497.151 
28/02/2019;ADMINISTRA;BONOS FIJOS;39680;CDTFIJO; 2.000.000.000 ; 2.051.920.000 ; 2.051.920.000 
28/02/2019;ADMINISTRA;D PUB FIJA;39718;TFIT15240720; 2.000.000.000 ; 2.293.800.000 ; 2.293.800.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;39747;CDTFIJO; 7.000.000.000 ; 7.220.570.000 ; 7.220.570.000 
28/02/2019;ADMINISTRA;D PUB FIJA;39761;TFIT06110919; 5.000.000.000 ; 5.224.800.000 ; 5.224.800.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;39768;CDTFIJO; 4.000.000.000 ; 4.131.480.000 ; 4.131.480.000 
28/02/2019;ADMINISTRA;LIQUIDEZ;5363;USDFCASH; 1.081 ; 1.081 ; 3.327.414 
28/02/2019;ADMINISTRA;LIQUIDEZ;6065;USDFCASH; 5.207 ; 5.207 ; 16.022.686 
28/02/2019;ADMINISTRA;LIQUIDEZ;8141;EURFCASH; 10.081 ; 10.081 ; 35.414.430 
28/02/2019;ADMINISTRA;LIQUIDEZ;14329;COHBACO; 74.531.529.342 ; 74.531.529.342 ; 74.531.529.342 
28/02/2019;ADMINISTRA;LIQUIDEZ;14810;COHBBVA; 454.951.575 ; 454.951.575 ; 454.951.575 
28/02/2019;ADMINISTRA;LIQUIDEZ;14893;COHDAVI; 582.317.514 ; 582.317.514 ; 582.317.514 
28/02/2019;ADMINISTRA;LIQUIDEZ;18207;FONDORDI; 2.770 ; 83.902.659 ; 83.902.659 
28/02/2019;ADMINISTRA;LIQUIDEZ;18495;COHBBOG; 84.230.216.175 ; 84.230.216.175 ; 84.230.216.175 
28/02/2019;ADMINISTRA;LIQUIDEZ;24832;COHBPOP; 117.200.177 ; 117.200.177 ; 117.200.177 
28/02/2019;ADMINISTRA;LIQUIDEZ;26441;FONDORDI; 17.775 ; 2.546.093.061 ; 2.546.093.061 
28/02/2019;ADMINISTRA;LIQUIDEZ;27214;FONDORDI; 49.242 ; 642.657.356 ; 642.657.356 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28153;ECOP10180923; 2.000.000 ; 2.206.540 ; 6.790.295.869 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28204;ECOP10180923; 5.000.000 ; 5.516.350 ; 16.975.739.673 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28213;ECOP10180923; 5.000.000 ; 5.516.350 ; 16.975.739.673 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28214;ECOP10180923; 3.500.000 ; 3.861.445 ; 11.883.017.771 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28250;ECOP10180923; 5.000.000 ; 5.516.350 ; 16.975.739.673 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28252;ECOP10180923; 10.000.000 ; 11.032.700 ; 33.951.479.345 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28288;ECOP10180923; 2.500.000 ; 2.758.175 ; 8.487.869.836 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28300;ECOP10180923; 2.500.000 ; 2.758.175 ; 8.487.869.836 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28301;ECOP10180923; 4.500.000 ; 4.964.715 ; 15.278.165.705 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28303;ECOP10180923; 3.000.000 ; 3.309.810 ; 10.185.443.804 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28337;ECOP10180923; 3.000.000 ; 3.309.810 ; 10.185.443.804 
28/02/2019;ADMINISTRA;SOBERANOS EMERGENTES;28398;ECOP10180923; 4.000.000 ; 4.413.080 ; 13.580.591.738 
28/02/2019;ADMINISTRA;D PUB FIJA;28674;EPMM10010221; 10.000.000.000 ; 10.115.300.000 ; 10.115.300.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;29047;BLGC210SA10; 4.500.000.000 ; 4.643.415.000 ; 4.643.415.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;29071;BLGC210SA10; 1.500.000.000 ; 1.547.805.000 ; 1.547.805.000 
28/02/2019;ADMINISTRA;D PUB FIJA;29077;EPMM10010221; 5.000.000.000 ; 5.057.650.000 ; 5.057.650.000 
28/02/2019;ADMINISTRA;D PUB FIJA;29134;EPMM10010221; 5.000.000.000 ; 5.057.650.000 ; 5.057.650.000 
28/02/2019;ADMINISTRA;D PUB FIJA;29141;EPMM10010221; 10.000.000.000 ; 10.115.300.000 ; 10.115.300.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;29166;TIPN9A24; 2.000.000.000 ; 595.122.848 ; 595.122.848 
28/02/2019;ADMINISTRA;BONOS FIJOS;29215;TIPN9A24; 3.360.241.662 ; 999.878.294 ; 999.878.294 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;30532;CDTIPC; 20.000.000.000 ; 20.480.800.000 ; 20.480.800.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;30533;CDTIPC; 20.000.000.000 ; 20.480.800.000 ; 20.480.800.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;30534;CDTIPC; 20.000.000.000 ; 20.480.800.000 ; 20.480.800.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;30535;CDTIPC; 20.000.000.000 ; 20.480.800.000 ; 20.480.800.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;30536;CDTIPC; 20.000.000.000 ; 20.480.800.000 ; 20.480.800.000 
28/02/2019;ADMINISTRA;D PUB FIJA;32623;EPMM10010221; 5.000.000.000 ; 5.057.650.000 ; 5.057.650.000 
28/02/2019;ADMINISTRA;LIQUIDEZ;33254;FONDORDI; 130.004 ; 4.796.541.729 ; 4.796.541.729 
28/02/2019;ADMINISTRA;CORPORATIVOS EXTERIOR;33332;GSURA26USD; 1.500.000 ; 1.586.355 ; 4.881.769.559 
28/02/2019;ADMINISTRA;CORPORATIVOS EXTERIOR;33355;GSURA26USD; 8.500.000 ; 8.989.345 ; 27.663.360.836 
28/02/2019;ADMINISTRA;CORPORATIVOS EXTERIOR;33374;GSURA26USD; 1.000.000 ; 1.057.570 ; 3.254.513.040 
28/02/2019;ADMINISTRA;LIQUIDEZ;34060;CTABBHUSD; 2.638.119 ; 2.638.119 ; 8.118.415.751 
28/02/2019;ADMINISTRA;LIQUIDEZ;34061;CTABBHEUR; 2.403 ; 2.403 ; 8.440.475 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;34512;CDTIPC; 20.000.000.000 ; 20.725.800.000 ; 20.725.800.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;34513;CDTIPC; 20.000.000.000 ; 20.722.000.000 ; 20.722.000.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;34522;CDTIPC; 6.000.000.000 ; 6.278.280.000 ; 6.278.280.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;34528;CDTIPC; 5.000.000.000 ; 5.282.250.000 ; 5.282.250.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;34555;CDTIPC365; 30.000.000.000 ; 30.981.600.000 ; 30.981.600.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;34558;CDTIPC; 20.000.000.000 ; 20.624.400.000 ; 20.624.400.000 
28/02/2019;ADMINISTRA;BONOS INFLACIÓN;34732;CDTIPC365; 1.000.000.000 ; 1.021.120.000 ; 1.021.120.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;36788;BDAV241022; 7.000.000.000 ; 7.385.630.000 ; 7.385.630.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37064;CDTFIJO; 50.000.000.000 ; 50.748.000.000 ; 50.748.000.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37090;BDAV241022; 10.000.000.000 ; 10.550.900.000 ; 10.550.900.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37091;BDAV241022; 10.000.000.000 ; 10.550.900.000 ; 10.550.900.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37152;CDTFIJO; 5.000.000.000 ; 5.141.200.000 ; 5.141.200.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37153;CDTFIJO; 6.000.000.000 ; 6.154.740.000 ; 6.154.740.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37223;BDAV241022; 20.000.000.000 ; 21.101.800.000 ; 21.101.800.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37224;BDAV241022; 10.000.000.000 ; 10.550.900.000 ; 10.550.900.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37232;BDAV241022; 10.000.000.000 ; 10.550.900.000 ; 10.550.900.000 
28/02/2019;ADMINISTRA;D PUB FIJA;37292;EPMM10010221; 2.000.000.000 ; 2.023.060.000 ; 2.023.060.000 
28/02/2019;ADMINISTRA;D PUB FIJA;37293;EPMM10010221; 2.000.000.000 ; 2.023.060.000 ; 2.023.060.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37321;BDAV241022; 10.000.000.000 ; 10.550.900.000 ; 10.550.900.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37508;BDAV241022; 20.000.000.000 ; 21.101.800.000 ; 21.101.800.000 
28/02/2019;ADMINISTRA;BONOS FIJOS;37574;CDTFIJO; 35.000.000.000 ; 35.607.950.000 ; 35.607.950.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3146;FONDORDI; 1.407 ; 25.255.744 ; 25.255.744 
28/02/2019;CESANTIACP;LIQUIDEZ;3147;FONDORDI; 8.925 ; 270.316.497 ; 270.316.497 
28/02/2019;CESANTIACP;BONOS FIJOS;3148;CDTFIJO; 1.000.000.000 ; 1.025.920.000 ; 1.025.920.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3149;CDTFIJO; 500.000.000 ; 507.685.000 ; 507.685.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3150;CDTFIJO; 500.000.000 ; 507.605.000 ; 507.605.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3151;CDTFIJO; 1.000.000.000 ; 1.026.330.000 ; 1.026.330.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3152;FONDORDI; 5 ; 15.152.446 ; 15.152.446 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3229;CDTIPC365; 3.000.000.000 ; 3.015.450.000 ; 3.015.450.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3230;FONDORDI; 141.026 ; 1.090.043.471 ; 1.090.043.471 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3232;CDTIPC; 5.000.000.000 ; 5.016.750.000 ; 5.016.750.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3233;CDTIPC365; 1.000.000.000 ; 1.005.950.000 ; 1.005.950.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3234;CDTIPC365; 1.500.000.000 ; 1.508.940.000 ; 1.508.940.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3235;CDTIBR360; 5.000.000.000 ; 5.017.050.000 ; 5.017.050.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3236;CDTIPC; 5.000.000.000 ; 5.004.750.000 ; 5.004.750.000 
28/02/2019;CESANTIACP;LIQUIDEZ;6;COHBACO; 96.565.723.568 ; 96.565.723.568 ; 96.565.723.568 
28/02/2019;CESANTIACP;LIQUIDEZ;43;COHBBVA; 458.243.528 ; 458.243.528 ; 458.243.528 
28/02/2019;CESANTIACP;LIQUIDEZ;44;COHSUDA; 13.132.351.229 ; 13.132.351.229 ; 13.132.351.229 
28/02/2019;CESANTIACP;LIQUIDEZ;206;COHCOLP; 1.160 ; 1.160 ; 1.160 
28/02/2019;CESANTIACP;LIQUIDEZ;504;COHCRED; 152.091 ; 152.091 ; 152.091 
28/02/2019;CESANTIACP;LIQUIDEZ;522;COHDAVI; 246.706.524.300 ; 246.706.524.300 ; 246.706.524.300 
28/02/2019;CESANTIACP;LIQUIDEZ;775;COHBCSC; 332.672.515 ; 332.672.515 ; 332.672.515 
28/02/2019;CESANTIACP;LIQUIDEZ;802;COHBAGR; 777.468.351 ; 777.468.351 ; 777.468.351 
28/02/2019;CESANTIACP;LIQUIDEZ;807;COHCORF; 108.720 ; 108.720 ; 108.720 
28/02/2019;CESANTIACP;LIQUIDEZ;824;COHBBOG; 54.666.265.600 ; 54.666.265.600 ; 54.666.265.600 
28/02/2019;CESANTIACP;LIQUIDEZ;1090;COHBOCC; 69.258.139.428 ; 69.258.139.428 ; 69.258.139.428 
28/02/2019;CESANTIACP;LIQUIDEZ;1191;COHBAVV; 52.647.923.178 ; 52.647.923.178 ; 52.647.923.178 
28/02/2019;CESANTIACP;LIQUIDEZ;1894;COHCOLP; 49.012.196 ; 49.012.196 ; 49.012.196 
28/02/2019;CESANTIACP;LIQUIDEZ;2319;FONDORDI; 22.226 ; 54.325.642 ; 54.325.642 
28/02/2019;CESANTIACP;LIQUIDEZ;2429;FONDORDI; 3.212 ; 118.498.011 ; 118.498.011 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;2717;CDTIBR360; 5.000.000.000 ; 5.024.150.000 ; 5.024.150.000 
28/02/2019;CESANTIACP;BONOS FIJOS;2851;CDTFIJO; 3.000.000.000 ; 3.016.680.000 ; 3.016.680.000 
28/02/2019;CESANTIACP;LIQUIDEZ;2944;FONDORDI; 19.362 ; 260.919.783 ; 260.919.783 
28/02/2019;CESANTIACP;LIQUIDEZ;2945;FONDORDI; 917 ; 131.363.758 ; 131.363.758 
28/02/2019;CESANTIACP;LIQUIDEZ;2946;FONDORDI; 154.957 ; 383.724.647 ; 383.724.647 
28/02/2019;CESANTIACP;LIQUIDEZ;2947;FONDORDI; 4.379 ; 126.745.235 ; 126.745.235 
28/02/2019;CESANTIACP;LIQUIDEZ;2948;FONDORDI; 51.498 ; 216.655.690 ; 216.655.690 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;2992;CDTIBR360; 1.000.000.000 ; 1.004.330.000 ; 1.004.330.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3013;BCOS517SE002; 3.500.000.000 ; 3.555.580.000 ; 3.555.580.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3015;CDTIBR360; 2.000.000.000 ; 2.005.860.000 ; 2.005.860.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3018;CDTFIJO; 1.000.000.000 ; 1.010.200.000 ; 1.010.200.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3022;CDTIBR360; 2.500.000.000 ; 2.511.200.000 ; 2.511.200.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3025;FONDORDI; 9.646 ; 98.393.454 ; 98.393.454 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3026;BBSA1099B4; 1.500.000.000 ; 1.641.360.000 ; 1.641.360.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3039;CDTFIJO; 500.000.000 ; 503.850.000 ; 503.850.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3040;CDTIBR360; 600.000.000 ; 602.766.000 ; 602.766.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3045;CDTFIJO; 2.000.000.000 ; 2.029.340.000 ; 2.029.340.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3057;CDTIBR360; 2.000.000.000 ; 2.007.060.000 ; 2.007.060.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3058;CDTIBR360; 1.000.000.000 ; 1.003.260.000 ; 1.003.260.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3067;CDTIPC365; 5.000.000.000 ; 5.027.950.000 ; 5.027.950.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3068;CDTFIJO365; 5.000.000.000 ; 5.031.050.000 ; 5.031.050.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3078;CDTIBR360; 2.000.000.000 ; 2.012.580.000 ; 2.012.580.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3082;CDTIPC; 5.000.000.000 ; 5.014.950.000 ; 5.014.950.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3089;FONDORDI; 11.369 ; 133.969.971 ; 133.969.971 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3096;BDVI06149C60; 3.000.000.000 ; 3.017.340.000 ; 3.017.340.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3099;BLGC05149D5; 2.000.000.000 ; 2.027.440.000 ; 2.027.440.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3104;CDTIPC; 2.000.000.000 ; 2.001.620.000 ; 2.001.620.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3107;CDTFIJO; 4.500.000.000 ; 4.549.275.000 ; 4.549.275.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3118;CDTIPC; 1.500.000.000 ; 1.528.215.000 ; 1.528.215.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3120;CDTIBR360; 5.000.000.000 ; 5.011.950.000 ; 5.011.950.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3126;CDTFIJO; 5.000.000.000 ; 5.001.450.000 ; 5.001.450.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3127;CDTFIJO; 1.500.000.000 ; 1.506.855.000 ; 1.506.855.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3128;CDTFIJO; 2.000.000.000 ; 2.009.040.000 ; 2.009.040.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3129;CDTFIJO; 3.500.000.000 ; 3.532.935.000 ; 3.532.935.000 
28/02/2019;CESANTIACP;D PUB FIJA;3131;TFIT06110919; 7.000.000.000 ; 7.314.720.000 ; 7.314.720.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3133;CDTIPC; 3.000.000.000 ; 3.066.750.000 ; 3.066.750.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3137;FONDORDI; 4.420.511 ; 52.088.467.184 ; 52.088.467.184 
28/02/2019;CESANTIACP;BONOS FIJOS;3139;CDTFIJO; 1.000.000.000 ; 1.040.730.000 ; 1.040.730.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3140;CDTFIJO; 1.000.000.000 ; 1.019.340.000 ; 1.019.340.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3141;CDTFIJO; 3.000.000.000 ; 3.091.440.000 ; 3.091.440.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3142;CDTFIJO; 5.000.000.000 ; 5.128.450.000 ; 5.128.450.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3144;FONDORDI; 77 ; 219.454.166 ; 219.454.166 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3308;CDTIBR360; 10.000.000.000 ; 10.008.900.000 ; 10.008.900.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3309;CDTFIJO; 4.000.000.000 ; 4.031.960.000 ; 4.031.960.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3311;CDTIPC365; 6.500.000.000 ; 6.678.425.000 ; 6.678.425.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3312;CDTDTF; 5.000.000.000 ; 5.041.950.000 ; 5.041.950.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3313;CDTIPC365; 10.000.000.000 ; 10.211.200.000 ; 10.211.200.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3314;CDTIPC365; 5.000.000.000 ; 5.008.800.000 ; 5.008.800.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3315;FONDORDI; 991.060 ; 30.017.892.435 ; 30.017.892.435 
28/02/2019;CESANTIACP;BONOS FIJOS;3153;CDTFIJO; 3.000.000.000 ; 3.022.350.000 ; 3.022.350.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3154;CDTIPC; 5.000.000.000 ; 5.045.850.000 ; 5.045.850.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3155;CDTIBR360; 1.500.000.000 ; 1.505.280.000 ; 1.505.280.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3158;CDTIPC365; 7.000.000.000 ; 7.036.050.000 ; 7.036.050.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3160;FONDORDI; 85 ; 2.568.187 ; 2.568.187 
28/02/2019;CESANTIACP;LIQUIDEZ;3161;FONDORDI; 399 ; 4.697.671 ; 4.697.671 
28/02/2019;CESANTIACP;BONOS FIJOS;3162;CDTFIJO; 3.000.000.000 ; 3.008.700.000 ; 3.008.700.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3163;CDTFIJO365; 2.500.000.000 ; 2.520.325.000 ; 2.520.325.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3164;BSOB01149C05; 3.000.000.000 ; 3.051.990.000 ; 3.051.990.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3166;CDTIPC; 2.000.000.000 ; 2.018.200.000 ; 2.018.200.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3167;CDTIBR360; 1.000.000.000 ; 1.004.590.000 ; 1.004.590.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3168;CDTIBR360; 5.500.000.000 ; 5.535.970.000 ; 5.535.970.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3169;BSIS01149D05; 3.000.000.000 ; 3.018.810.000 ; 3.018.810.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3170;FONDORDI; 294 ; 836.383.505 ; 836.383.505 
28/02/2019;CESANTIACP;LIQUIDEZ;3172;FONDORDI; 165.507 ; 5.012.984.062 ; 5.012.984.062 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3174;CDTIPC; 5.000.000.000 ; 5.057.850.000 ; 5.057.850.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3175;FONDORDI; 29 ; 868.099 ; 868.099 
28/02/2019;CESANTIACP;LIQUIDEZ;3176;FONDORDI; 727 ; 2.067.129.448 ; 2.067.129.448 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3177;CDTIBR360; 5.000.000.000 ; 5.016.850.000 ; 5.016.850.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3178;CDTIPC365; 7.500.000.000 ; 7.677.150.000 ; 7.677.150.000 
28/02/2019;CESANTIACP;LIQUIDEZ;3179;FONDORDI; 36.740 ; 178.251.659 ; 178.251.659 
28/02/2019;CESANTIACP;LIQUIDEZ;3180;FONDORDI; 1.582 ; 4.495.653.607 ; 4.495.653.607 
28/02/2019;CESANTIACP;LIQUIDEZ;3181;FONDORDI; 82.947 ; 2.512.367.972 ; 2.512.367.972 
28/02/2019;CESANTIACP;LIQUIDEZ;3182;FONDORDI; 1.705 ; 4.843.713.970 ; 4.843.713.970 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3183;CDTDTF; 7.500.000.000 ; 7.547.025.000 ; 7.547.025.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3184;CDTFIJO365; 1.000.000.000 ; 1.005.410.000 ; 1.005.410.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3185;CDTFIJO365; 4.000.000.000 ; 4.021.640.000 ; 4.021.640.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3188;CDTIPC; 3.000.000.000 ; 3.010.470.000 ; 3.010.470.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3189;CDTIBR360; 3.000.000.000 ; 3.011.970.000 ; 3.011.970.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3190;BFAN616SA36; 3.000.000.000 ; 3.079.710.000 ; 3.079.710.000 
28/02/2019;CESANTIACP;BONOS INFLACIÓN;3191;BBGA2089B132; 1.000.000.000 ; 1.018.470.000 ; 1.018.470.000 
28/02/2019;CESANTIACP;BONOS TASA INTERÉS;3192;CDTIBR360; 1.000.000.000 ; 1.004.650.000 ; 1.004.650.000 
28/02/2019;CESANTIACP;BONOS FIJOS;3194;CDTFIJO; 4.000.000.000 ; 4.046.560.000 ; 4.046.560.000 
